개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
하이면다목적생활체육관,하일면다목적생활체육관,축구장,연중무휴,6:00,22:00,6:00,22:00,Y,"100","791",체육관,방문,http://www.goseong.go.kr/index.goseong?menuCd=DOM_000000107008000000,경상남도 고성군 하이면 하이로 277,,경상남도 고성군청,055-670-5151,34.9304246,128.1210607,2020/10/28,"5420000",경상남도 고성군
대가면 다목적복지회간,대가면다목적복지회관,축구장,연중무휴,6:00,22:00,6:00,22:00,Y,"100","808",체육관,방문,http://www.goseong.go.kr/index.goseong?menuCd=DOM_000000107008000000,경상남도 고성군 대가면 유흥갈천길 33,,경상남도 고성군청,055-670-5251,35.018661,128.2972613,2020/10/28,"5420000",경상남도 고성군
거류체육공원,거류체육공원,축구장,연중무휴,6:00,22:00,6:00,22:00,Y,"100","4500",운동장,방문,http://www.goseong.go.kr/index.goseong?menuCd=DOM_000000107008000000,경상남도 고성군 거류면 안정로 1268-36,,경상남도 고성군청,055-670-5651,34.983255,128.406374,2020/10/28,"5420000",경상남도 고성군
상사종합체육관,상사체육관,체육관,"목요일,금요일",9:00,22:00,9:00,18:00,Y,"300","1067",화장실,방문,,전라남도 순천시 상사면 상사초등길 34,,전라남도 순천시청,061-749-8151,34.9431251,127.4491949,2020/10/20,"4820000",전라남도 순천시
상하수경기장,상하수경기장,축구장,연중무휴,7:00,18:00,7:00,18:00,Y,"120","8214","관람석120석,화장실, 음수대",전화 및 방문,,전라남도 순천시 강변로 77,,전라남도 순천시청,061-749-6475,34.908501,127.511844,2020/10/20,"4820000",전라남도 순천시
제천체육관,제천체육관,체육관,공휴일,6:00,22:00,6:00,22:00,Y,"3300","59138","전광판, 방송설비, 조명시설, 주차장","인터넷, 방문",,충청북도 제천시 숭의로 85,충청북도 제천시 화산동 128-1,제천시 시설관리사업소,043-641-5597,37.130876,128.215999,2021/03/15,"4400000",충청북도 제천시
고암생활체육공원,고암생활체육공원,다목적경기장,연중무휴,0:00,0:00,0:00,0:00,N,"1000","17768","테니스장2면, 인라인스케이트장 1면, 배구장 및 족구장 2면, 풋살경기장 1면, 음수대 1개, 팔각정 3개소",방문+전화,,충청북도 제천시 제천북로 18길,충청북도 제천시 고암동 1135,제천시 시설관리사업소,043-641-5597,37.053863,128.160461,2021/03/15,"4400000",충청북도 제천시
신백생활체육공원,신백생활체육공원,다목적경기장,연중무휴,0:00,0:00,0:00,0:00,N,"1000","22181","족구장 2면, 풋살구장 1면, 테니스장 2면, 배드민턴장 1면, 우레탄트랙 250m, 야외음악무대 1식",방문+전화,,충청북도 제천시 관전로 54,충청북도 제천시 신백동 194-2,제천시 시설관리사업소,043-641-5597,37.129672,128.228792,2021/03/15,"4400000",충청북도 제천시
장락생활체육공원,장락생활체육공원,다목적경기장,연중무휴,0:00,0:00,0:00,0:00,N,"1000","25727","풋살장 1면, 족구장 1면, 인라인장 1면, 다목적구장 1면, 게이트볼장 1면, 야외무대 1식, 어린이놀이시설 1식, 산책로 1식, 화장실 2동, 주차장 3식(100대)",방문+전화,,충청북도 제천시 내제로 317,충청북도 제천시 장락동 672-3,제천시 시설관리사업소,043-641-5597,37.146421,128.221116,2021/03/15,"4400000",충청북도 제천시
하소생활체육공원,하소생활체육공원,다목적경기장,연중무휴,0:00,0:00,0:00,0:00,N,"1000","16085","다목적 구장 1면, 배드민턴장 2면, 족구장 2면, 테니스장 2면, 게이트볼장 1면, 농구장 1면, 인라인트랙 50m, 화장실 2개소",방문+전화,,충청북도 제천시 원뜰로 147,충청북도 제천시 하소동 271,제천시 시설관리사업소,043-641-5597,37.143006,128.195411,2021/03/15,"4400000",충청북도 제천시
제천종합운동장,제천종합운동장,축구장,공휴일,6:00,18:00,6:00,18:00,Y,"3300","59138","전광판, 방송설비, 조명시설, 주차장","인터넷, 방문",,충청북도 제천시 숭의로 101,충청북도 제천시 화산동 1,제천시 시설관리사업소,043-641-5597,37.129829,128.217279,2021/03/15,"4400000",충청북도 제천시
제천어울림체육센터,제천어울림체육센터,체육관,"매주 월요일, 공휴일",7:00,20:00,8:00,16:00,Y,"500","1477.82","빔프로젝트1,의자200,책상10,전광판1,음향시설1",방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 193-1,제천시 시설관리사업소,043-653-9993,37.130652,128.229932,2021/03/15,"4400000",충청북도 제천시
공촌유수지 체육시설,파크골프장,골프장,"매 주 월요일+명절연휴,신정+동절기 휴관(매월12~익년2월)+성탄절+석가탄신일",9:00,18:00,9:00,18:00,Y,"72","22500",18홀/천연잔디,방문,,인천광역시 서구 첨단서로130,인천광역시 서구 청라동 6-23,인천시설관리공단,032-456-2700,37.54321196,126.6199135,2020/12/08,B553906,인천시설공단
녹청문화공원,풋살장,풋살경기장,연중무휴,9:00,21:00,9:00,21:00,N,,"924",,인터넷,,인천광역시 서구 담지로 24,,인천시설관리공단,032-715-6420,37.53205463,126.6603195,2020/12/17,B553906,인천시설공단
솔빛공원 배드민턴장,솔빛공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"7247",,,,,경기도 화성시 반송동 138,화성도시공사,,37.196772,127.07142,2020/05/24,"5530000",경기도 화성시
강화경기장,강화고인돌체육관 실내경기장,다목적경기장,연중무휴,9:00,18:00,9:00,18:00,Y,,,"전기, 냉ㆍ난방, 음향, 전광판, 단상, 샤워시설",방문/전화/팩스,http://www.insiseol.or.kr/institution_guidance/ganghwa/sub/use_koindol.asp,인천광역시 강화군 강화읍 강화대로 603,,인천시설공단,032-930-5700,37.754665,126.468071,2020/12/17,B553906,인천시설공단
강화경기장,강화고인돌체육관 연습경기장,다목적경기장,연중무휴,9:00,18:00,9:00,18:00,Y,,"755.16","전기, 냉ㆍ난방, 음향, 샤워시설",방문/전화/팩스,http://www.insiseol.or.kr/institution_guidance/ganghwa/sub/use_koindol.asp,인천광역시 강화군 강화읍 강화대로 603,,인천시설공단,032-930-5700,37.754665,126.468071,2020/12/17,B553906,인천시설공단
서생체육공원 운동시설,서생체육공원,풋살경기장,연중무휴,9:00,18:00,9:00,18:00,Y,"50","600",없음,인터넷,,울산광역시 울주군 서생면 갓재길 30,,울주군시설관리공단,052-229-9060,35.34928218,129.318896,2020/12/07,B552147,울주군시설관리공단
서생체육공원 운동시설,서생체육공원,테니스장,연중무휴,9:00,18:00,9:00,18:00,N,"100","1000",없음,방문,,울산광역시 울주군 서생면 갓재길 30,,울주군시설관리공단,052-229-9060,35.34928218,129.318896,2020/12/07,B552147,울주군시설관리공단
서생체육공원 운동시설,서생체육공원,배드맨턴장,연중무휴,9:00,18:00,9:00,18:00,N,"50","600",없음,방문,,울산광역시 울주군 서생면 갓재길 30,,울주군시설관리공단,052-229-9060,35.34928218,129.318896,2020/12/07,B552147,울주군시설관리공단
온산운동장 운동시설,온산운동장,축구장,연중무휴,9:00,23:00,9:00,23:00,Y,"3000","8000",야간라이트+음향,인터넷,,울산광역시 울주군 온산읍 덕신로 180,,울주군시설관리공단,052-229-9060,35.43383111,129.300281,2020/12/07,B552147,울주군시설관리공단
온산운동장 운동시설,온산운동장,풋살경기장,연중무휴,9:00,23:00,9:00,23:00,Y,"50","600",야간라이트,인터넷,,울산광역시 울주군 온산읍 덕신로 180,,울주군시설관리공단,052-229-9060,35.43383111,129.300281,2020/12/07,B552147,울주군시설관리공단
온산운동장 운동시설,온산운동장,테니스장,연중무휴,9:00,23:00,9:00,23:00,N,"100","2000",야간라이트,방문,,울산광역시 울주군 온산읍 덕신로 180,,울주군시설관리공단,052-229-9060,35.43383111,129.300281,2020/12/07,B552147,울주군시설관리공단
온산운동장 운동시설,온산운동장,족구장,연중무휴,9:00,23:00,9:00,23:00,N,"50","1300",야간라이트,인터넷,,울산광역시 울주군 온산읍 덕신로 180,,울주군시설관리공단,052-229-9060,35.43383111,129.300281,2020/12/07,B552147,울주군시설관리공단
화성드림파크 대규모체육시설,화성드림파크,야구장,N,6:00,22:00,6:00,22:00,Y,,"272",,,,,경기도 화성시 우정읍 매향리 320-2,화성도시공사,,37.048559,126.762348,2020/05/24,"5530000",경기도 화성시
전곡해양 일반산업단지(1호공원) 배구장,전곡해양 일반산업단지(1호공원),배구장,N,6:00,22:00,6:00,22:00,N,,"630",,,,,경기도 화성시 서신면 장외리 642,화성도시공사,,37.187749,126.666615,2020/05/24,"5530000",경기도 화성시
무봉체육시설 배구장,무봉체육시설,배구장,N,6:00,22:00,6:00,22:00,N,,"684",,,,,경기도 화성시 동탄면 중리 833-196,동탄면,,37.203871,127.141899,2020/05/24,"5530000",경기도 화성시
향남2 화합공원 배드민턴장,향남2 화합공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"810",,,,,경기도 화성시 향남읍 상신리 1254,화성도시공사,,37.105509,126.905553,2020/05/24,"5530000",경기도 화성시
큰재봉공원 배드민턴장,큰재봉공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"2200",,,,,경기도 화성시 석우동 45,화성도시공사,,37.214319,127.082236,2020/05/24,"5530000",경기도 화성시
죽전공원(향남4호) 배드민턴장,죽전공원(향남4호),배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"684",,,,,경기도 화성시 향남읍 행정리 525,화성도시공사,,37.125002,126.928499,2020/05/24,"5530000",경기도 화성시
종이비행기 배드민턴장,종이비행기,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"6400",,,,,경기도 화성시 진안동 855-3,화성도시공사,,37.216904,127.037677,2020/05/24,"5530000",경기도 화성시
전곡해양일반산업단지(3호공원) 배드민턴장,전곡해양일반산업단지(3호공원),배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"2973",,,,,경기도 화성시 서신면 전곡리 1112,화성도시공사,,37.184419,126.676674,2020/05/24,"5530000",경기도 화성시
작은배틀공원 배드민턴장,작은배틀공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"2940",,,,,경기도 화성시 향남읍 행정리 463,화성도시공사,,37.125548,126.915168,2020/05/24,"5530000",경기도 화성시
인곡2저류지 배드민턴장,인곡2저류지,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"270",,,,,경기도 화성시 능동1123,화성도시공사,,37.210636,127.055039,2020/05/24,"5530000",경기도 화성시
용현1호공원(향남1호) 배드민턴장,용현1호공원(향남1호),배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"800",,,,,경기도 화성시 향남읍 행정리 460,화성도시공사,,37.12452,126.91319,2020/05/24,"5530000",경기도 화성시
쌍봉산근린공원 배드민턴장,쌍봉산근린공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"1244",,,,,경기도 화성시 우정읍 조암리 산28-2일원,화성도시공사,,37.089404,126.819781,2020/05/24,"5530000",경기도 화성시
비봉면 구포리 배드민턴장,비봉면 구포리,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"597",,,,,경기도 화성시 비봉면 구포리 산1-3,화성시,,37.241103,126.883975,2020/05/24,"5530000",경기도 화성시
봉담 공공하수처리장 배드민턴장,봉담 공공하수처리장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"594",,,,,경기도 화성시 봉담읍 수영리 25,화성엔바이로,,37.230538,126.954766,2020/05/24,"5530000",경기도 화성시
병점근린공원 배드민턴장,병점근린공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"924",,,,,경기도 화성시 병점동 823일원,화성도시공사,,37.212268,127.04614,2020/05/24,"5530000",경기도 화성시
벌말체육공원 배드민턴장,벌말체육공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"7668",,,,,경기도 화성시 병점동 421-1,화성도시공사,,37.201613,127.036665,2020/05/24,"5530000",경기도 화성시
반월2호공원(현대2호) 배드민턴장,반월2호공원(현대2호),배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"930",,,,,경기도 화성시 반월동 859,화성도시공사,,37.231176,127.058885,2020/05/24,"5530000",경기도 화성시
무봉체육시설 배드민턴장,무봉체육시설,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"7140",,,,,경기도 화성시 동탄면 중리 833-196,동탄면,,37.203871,127.141899,2020/05/24,"5530000",경기도 화성시
무학봉체육관,무학봉체육관,체육관,"둘째, 넷째 월요일",6:00,22:00,6:00,22:00,Y,"70","591",,방문,https://www.e-junggu.or.kr/new/culturegym/muhakbong/introduction.asp,서울특별시 중구 난계로6길 8,,서울특별시 중구시설관리공단,02-2280-8426,37.562235,127.024544,2020/01/01,"3010000",서울특별시 중구
회현체육센터,회현체육센터,골프장,"둘째, 넷째 일요일",6:00,22:00,9:00,18:00,Y,,"617",,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115,서울특별시 중구시설관리공단,02-2280-8430,37.556001,126.981623,2020/01/01,"3010000",서울특별시 중구
훈련원공원종합체육관,훈련원공원종합체육관,체육관,"둘째, 넷째 월요일",6:00,22:00,6:00,22:00,Y,"400","624",책상3개+의자20개+유무선마이크각1개,방문,https://www.e-junggu.or.kr/new/culturegym/hunlyunwon/introduction.asp,서울특별시 중구 을지로227,서울특별시 중구 을지로5가 40-3,서울특별시 중구시설관리공단,02-2280-8397,37.56692876,127.0043873,2020/01/01,"3010000",서울특별시 중구
청소년수련관 수영장,청소년수련관,체육관,매주 일요일+법정공휴일,6:00,21:00,10:00,17:00,Y,,,성인풀+유아풀+신발보관함+개인사물함+샤워장,인터넷+방문,http://www.issi.or.kr/youth/design/contents.asp?code=1110&left=1,인천광역시 서구 원창로 92,인천광역시 서구 원창동 93-5,인천광역시서구시설관리공단,032-577-7979,37.51757764,126.6592244,2021/03/12,"3560000",인천광역시 서구
충무스포츠센터,충무스포츠센터,체육관,"둘째, 넷째 일요일",6:00,22:00,9:00,18:00,Y,"200","1157",음향장비,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,02-2280-8400,37.56594043,127.0147916,2020/01/01,"3010000",서울특별시 중구
충무스포츠센터,충무스포츠센터,골프장,"둘째, 넷째 일요일",6:00,22:00,9:00,18:00,Y,,"1903",,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,02-2280-8400,37.56594043,127.0147916,2020/01/01,"3010000",서울특별시 중구
회현체육센터,회현체육센터,체육관,"둘째, 넷째 일요일",6:00,22:00,9:00,18:00,Y,"20","169",음향장비,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115,서울특별시 중구시설관리공단,02-2280-8430,37.556001,126.981623,2020/01/01,"3010000",서울특별시 중구
시민체육공원,시민체육공원 인라인스케이트장,인라인스케이트장,연중무휴,9:00,22:00,9:00,22:00,N,"40",,인라인스케이트장,언제든 사용가능,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-339-8866,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
하키경기장,하키경기장,하키경기장,연중무휴,9:00,18:00,9:00,18:00,Y,"300",,하키경기장,전화,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 730,경상남도 김해시도시개발공사,055-338-1421,35.256355,128.907378,2020/12/11,"5350000",경상남도 김해시
안동체육공원,안동체육공원,인조잔디축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"100",,축구장,인터넷,,경상남도 김해시 삼안로112번길 20-111,경상남도 김해시 안동 11,경상남도 김해시도시개발공사,055-320-0437,35.241741,128.922994,2020/12/11,"5350000",경상남도 김해시
안동체육공원,안동체육공원,"족구장, 다목적구장, 게이트볼장",연중무휴,9:00,22:00,9:00,22:00,N,"50",,족구장+다목적구장+게이트볼장,언제든 사용가능,,경상남도 김해시 삼안로112번길 20-111,경상남도 김해시 안동 11,경상남도 김해시도시개발공사,055-320-0437,35.241741,128.922994,2020/12/11,"5350000",경상남도 김해시
어방체육공원,어방체육공원,인조잔디축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"100",,축구장,인터넷,,,경상남도 김해시 어방동 653-1,경상남도 김해시도시개발공사,055-320-0437,35.242892,128.897618,2020/12/11,"5350000",경상남도 김해시
어방체육공원,어방체육공원,"테니스장, 다목적구장",연중무휴,9:00,22:00,9:00,22:00,N,"50",,테니스장+다목적구장,언제든 사용가능,,,경상남도 김해시 어방동 653-1,경상남도 김해시도시개발공사,055-320-0437,35.242892,128.897618,2020/12/11,"5350000",경상남도 김해시
장유체육공원,장유체육공원,인조잔디축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"100",,축구장,인터넷,,경상남도 김해시 대청로 345(부곡동),경상남도 김해시 부곡동 916,경상남도 김해시도시개발공사,055-320-0437,35.203282,128.79535,2020/12/11,"5350000",경상남도 김해시
장유체육공원,장유체육공원,"족구장, 다목적구장, 인라인장, 농구장",연중무휴,9:00,22:00,9:00,22:00,N,"60",,"족구장,다목적구장,농구장,인라인장",언제든 사용가능,,경상남도 김해시 대청로 345(부곡동),경상남도 김해시 부곡동 916,경상남도 김해시도시개발공사,055-320-0437,35.203282,128.79535,2020/12/11,"5350000",경상남도 김해시
임호체육공원,임호체육공원,인조잔디축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"100",,축구장,인터넷,,,경상남도 김해시 외동 산 28-1,경상남도 김해시도시개발공사,055-320-0437,35.229531,128.850093,2020/12/11,"5350000",경상남도 김해시
임호체육공원,임호체육공원,"다목적구장, 게이트볼장, 족구장",연중무휴,9:00,22:00,9:00,22:00,N,"60",,다목적구장1면+게이트볼장1면+족구장2면,언제든 사용가능,,,경상남도 김해시 외동 산 28-1,경상남도 김해시도시개발공사,055-320-0437,35.229531,128.850093,2020/12/11,"5350000",경상남도 김해시
분성체육공원,분성체육공원,인조잔디축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"100",,축구장,인터넷,,경상남도 김해시 가야로405번길 75-1,경상남도 김해시 동상동 67,경상남도 김해시도시개발공사,055-320-0437,35.240922,128.888678,2020/12/11,"5350000",경상남도 김해시
장유스포츠센터,수영장,수영장,"2, 4주 월요일",6:00,22:00,9:00,18:00,Y,,,※일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 18:00),인터넷+방문접수,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,055-312-8445,35.195726,128.804944,2020/12/11,"5350000",경상남도 김해시
장유스포츠센터,헬스장,헬스장,"2, 4주 월요일",6:00,22:00,9:00,18:00,Y,,,※일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 18:00),인터넷+방문접수,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,055-312-8445,35.195726,128.804944,2020/12/11,"5350000",경상남도 김해시
장유스포츠센터,체육관,배드민턴장,"2, 4주 월요일",6:00,22:00,6:00,22:00,Y,,,,인터넷+방문접수,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,055-312-8445,35.195726,128.804944,2020/12/11,"5350000",경상남도 김해시
율하체육관,체육관,배드민턴장,"2, 4주 월요일",6:00,22:00,6:00,22:00,Y,,,,전화,,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,경상남도 김해시도시개발공사,055-329-1039,35.178198,128.821339,2020/12/11,"5350000",경상남도 김해시
장유스포츠센터,젤미다목적구장,축구장,연중무휴,0:00,0:00,0:00,0:00,N,,,,전화,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,경상남도 김해시도시개발공사,055-312-0445,35.195726,128.804944,2020/12/11,"5350000",경상남도 김해시
해동이국민체육센터,수영장,수영장,"1, 3주 수요일",6:00,21:00,9:00,18:00,Y,"150","474","성인풀(5)+장애인풀(1)+유아풀(1), ※ 일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 18:00)",인터넷+방문접수,,경상남도 김해시 삼계로 136(삼계동),경상남도 김해시 삼계동 산 2-4,경상남도 김해시도시개발공사,055-311-9265,35.262744,128.877481,2020/12/11,"5350000",경상남도 김해시
해동이국민체육센터,헬스장,헬스장,"1, 3주 수요일",6:00,21:00,9:00,18:00,Y,"28","94","런닝머신 외, ※ 일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 18:00)",인터넷+방문접수,,경상남도 김해시 삼계로 136(삼계동),경상남도 김해시 삼계동 산 2-4,경상남도 김해시도시개발공사,055-311-9265,35.262744,128.877481,2020/12/11,"5350000",경상남도 김해시
동부스포츠센터,수영장,수영장,"2, 4주 금요일",6:00,22:00,9:00,18:00,Y,,,"25m×6레인(성인풀)+15m×4레인(유아풀)+수심:성인풀1.3m+유아풀 0.7m, ※ 일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 20:00)",인터넷+방문접수,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,경상남도 김해시도시개발공사,055-336-9318,35.256355,128.907378,2020/12/11,"5350000",경상남도 김해시
동부스포츠센터,헬스장,헬스장,"2, 4주 금요일",6:00,22:00,10:00,18:00,Y,,,※ 일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 20:00),인터넷+방문접수,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,경상남도 김해시도시개발공사,055-336-9318,35.256355,128.907378,2020/12/11,"5350000",경상남도 김해시
동부스포츠센터,체육관,배드민턴장,"2, 4주 금요일",6:00,22:00,6:00,18:00,Y,,,※ 일요일 기준으로 작성 (토요일 운영시각 06:00 ~ 20:00),인터넷+방문접수,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,경상남도 김해시도시개발공사,055-336-9318,35.256355,128.907378,2020/12/11,"5350000",경상남도 김해시
김해운동장,김해운동장,운동장,연중무휴,9:00,22:00,9:00,22:00,Y,"1476",,천연잔디축구장+트랙8레인,전화,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-323-7313,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
김해체육관,김해체육관,체육관,연중무휴,9:00,18:00,9:00,18:00,Y,"2800",,체육관,전화,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-323-7313,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
문화체육관,문화체육관,체육관,"1, 3주 일요일",6:00,22:00,9:00,18:00,Y,"1500",,체육관,방문+전화,,경상남도 김해시 가야의길 98-19,경상남도 김해시 봉황동 449,경상남도 김해시도시개발공사,055-326-4150,35.234775,128.873665,2020/12/11,"5350000",경상남도 김해시
불암동체육관,불암동체육관,체육관,"2, 4주 일요일",6:00,22:00,9:00,18:00,Y,"1500",,체육관+헬스장,방문+전화,,경상남도 김해시 삼안로 36-19(지내동),경상남도 김해시 지내동 277-7,경상남도 김해시도시개발공사,055-321-7420,35.232692,128.918681,2020/12/11,"5350000",경상남도 김해시
사격장,사격장,사격장,"매주 월, 화요일",10:00,19:00,10:00,19:00,Y,"50",,사격장,방문,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-339-9006,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
암벽장,암벽장,암벽장,연중무휴,9:00,18:00,9:00,18:00,Y,"100",,암벽장,방문+전화,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-339-8866,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
게이트볼장,게이트볼장,게이트볼장,연중무휴,9:00,18:00,9:00,18:00,Y,"300",,게이트볼장,방문+전화,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,경상남도 김해시도시개발공사,055-339-8866,35.256793,128.877322,2020/12/11,"5350000",경상남도 김해시
진영맑은물순환센터,테니스장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"32","1147",테니스 네트(2개),전화,,경상남도 김해시 진영읍 한림로 1130(본산리),경상남도 김해시 진영읍 본산리 548-1,경상남도 김해시도시개발공사,055-346-0452,35.327335,128.744874,2020/12/11,"5350000",경상남도 김해시
진영맑은물순환센터,풋살경기장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"32","819",의자+파고라+미니골대+족구장네트,전화,,경상남도 김해시 진영읍 한림로 1130(본산리),경상남도 김해시 진영읍 본산리 548-1,경상남도 김해시도시개발공사,055-346-0452,35.327335,128.744874,2020/12/11,"5350000",경상남도 김해시
대동맑은물순환센터,체력단련장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"10","122",체력단련기구3개+파고라1개,전화,,,경상남도 김해시 대동면 예안리 1473-4,경상남도 김해시도시개발공사,055-329-6054,35.228044,128.976042,2020/12/11,"5350000",경상남도 김해시
화목맑은물순환센터,족구장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"20","300",족구장네트,전화,,경상남도 김해시 화목로 334(화목동),경상남도 김해시 화목동 1913,경상남도 김해시도시개발공사,055-329-6050,35.176376,128.875723,2020/12/11,"5350000",경상남도 김해시
화목맑은물순환센터,인라인스케이트장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"20","855",의자+파고라,전화,,경상남도 김해시 화목로 334(화목동),경상남도 김해시 화목동 1913,경상남도 김해시도시개발공사,055-329-6050,35.176376,128.875723,2020/12/11,"5350000",경상남도 김해시
화목맑은물순환센터,풋살경기장,체육관,연중무휴,9:00,18:00,9:00,18:00,N,"20","908","의자,파고라,미니골대",전화,,경상남도 김해시 화목로 334(화목동),경상남도 김해시 화목동 1913,경상남도 김해시도시개발공사,055-329-6050,35.176376,128.875723,2020/12/11,"5350000",경상남도 김해시
물빛공원 농구장,물빛공원,농구장,N,6:00,22:00,6:00,22:00,N,,"140",,,,,경기도 화성시 진안동887-1,화성도시공사,,37.211719,127.041765,2020/05/24,"5530000",경기도 화성시
무궁화공원 농구장,무궁화공원,농구장,N,6:00,22:00,6:00,22:00,N,,"150",,,,,경기도 화성시 향남읍발안리296,화성도시공사,,37.130594,126.901489,2020/05/24,"5530000",경기도 화성시
매송체육공원 농구장,매송체육공원,농구장,N,6:00,22:00,6:00,22:00,N,,"210",,,,,경기도 화성시 매송면 원평리 50-3,화성도시공사,,37.248637,126.929109,2020/05/24,"5530000",경기도 화성시
마도근린공원 농구장,마도근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"620",,,,,경기도 화성시 마도면 쌍송리 700,화성도시공사,,37.176999,126.786665,2020/05/24,"5530000",경기도 화성시
동탄센트럴파크 농구장,동탄센트럴파크,농구장,N,6:00,22:00,6:00,22:00,N,,"1734",,,,,경기도 화성시 반송동 59,화성도시공사,,37.20564,127.063584,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원 농구장,동탄2 제3호 체육공원,농구장,N,6:00,22:00,6:00,22:00,N,,"608",,,,,경기도 화성시 동탄면 장지리 산15,화성시,,37.159771,127.111289,2020/05/24,"5530000",경기도 화성시
동탄2 제1호 체육공원 농구장,동탄2 제1호 체육공원,농구장,N,6:00,22:00,6:00,22:00,N,,"714",,,,,경기도 화성시 영천동 670-2,화성도시공사,,37.205884,127.106886,2020/05/24,"5530000",경기도 화성시
도원체육공원 농구장,도원체육공원,농구장,N,6:00,22:00,6:00,22:00,N,,"2570",,,,,경기도 화성시 향남읍 행정리 478,화성도시공사,,37.13263,126.928077,2020/05/24,"5530000",경기도 화성시
