야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
캄파슬로우캠핑장,야영장,37.2732621,127.9494977,,강원도 원주시 판부면 서곡리 1728-2,000-0000-0000,9,36,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
A&J오토캠핑장,야영장,37.3465984,127.8119813,강원도 원주시 지정면 지정로 717,,033-733-7177,14,56,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
행복빌리지캠핑장,야영장,37.2620108,128.1918883,강원도 원주시 신림면 신림황둔로 662,,000-0000-0000,40,160,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
황학동캠핑장,야영장,37.2086802,128.0453458,강원도 원주시 신림면 구학산로 1456-6,,000-0000-0000,16,64,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
강원도힐링캠핑장,야영장,37.245665,128.1577564,강원도 원주시 신림면 재사동길 10-38,,000-0000-0000,13,52,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
한다리골야영장,야영장,37.4259522,128.064903,강원도 원주시 소초면 백교길 84-11,,000-0000-0000,30,120,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
치악신림오토캠핑장,야영장,37.2622336,128.0847071,강원도 원주시 신림면 성남로 194,,000-0000-0000,45,180,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
구룡레저타운야영장,야영장,37.4405187,128.053552,강원도 원주시 소초면 치악로 3403,,033-732-0995,27,108,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
물가애 캠핑장,야영장,37.46167253,127.8996788,강원도 원주시 호저면 칠봉로 840-74,강원도 원주시 호저면 용곡리 311,000-0000-0000,12,48,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
피노키오관광농원야영장,야영장,37.2585698,128.1644196,,강원도 원주시 신림면 황둔리 918-6,000-0000-0000,35,80,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
원주두리캠핑장,야영장,37.2486455,128.1690827,강원도 원주시 신림면 신림황둔로 974,,000-0000-0000,16,64,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
아리울캠핑장,야영장,37.23788532,128.1640244,강원도 원주시 신림면 재사동길 143,강원도 원주시 신림면 황둔리 1038,000-0000-0000,17,68,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
구학리 산채관광 마을,야영장,37.2107008,128.0638119,강원도 원주시 신림면 구학산로 1624,,000-0000-0000,17,68,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
오크밸리 카라반,야영장,37.4096802,127.8070143,강원도 원주시 지정면 오크밸리2길 38,강원도 원주시 지정면 판대리 577-7,070-4858-4653,20,80,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
오크캠핑,야영장,37.3847406,127.8602453,강원도 원주시 지정면 송정로 2-1,,033-733-2253,24,96,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
호연지기 관광농원,야영장,37.2524587,128.0823721,강원도 원주시 신림면 무시정길 22,,033-763-9139,14,56,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
진밭골향기관광농원 야영장,야영장,37.3437428,127.7713854,강원도 원주시 문막읍 취병로 638-3,,000-0000-0000,13,52,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
피노키오 자연휴양림 야영장,야영장,37.2599457,128.1638014,강원도 원주시 신림면 소야1길 72(황둔리),,000-0000-0000,27,108,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
마루노리,야영장,37.3810756,127.7920131,강원도 원주시 지정면 지정로 1234,강원도 원주시 지정면 판대리 425,000-0000-0000,19,76,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
아빠의 캠핑장,야영장,37.24724009,128.157158,강원도 원주시 신림면 신림황둔로 854-2,강원도 원주시 신림면 황둔리 1229-3,000-0000-0000,14,56,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
돼지문화원 카라반,야영장,37.3902963,127.8684282,강원도 원주시 지정면 송정로 130,,070-8299-0372,3,12,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
원주참숯가마캠핑장(도도캠프),야영장,37.2640649,128.2027956,강원도 원주시 신림면 솔치로 88,,000-0000-0000,31,124,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
산노리캠핑장,야영장,37.244283,128.1652163,강원도 원주시 신림면 재사동길 50,강원도 원주시 신림면 황둔리 1000,000-0000-0000,14,56,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
생각속의 집,야영장,37.3718617,127.8042884,강원도 원주시 지정면 삼태울길 32,,000-0000-0000,10,40,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
VIP레저타운,야영장,37.389235,127.7839463,강원도 원주시 지정면 지정로 1393,,031-774-7771,13,52,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
간현관광지 캠핑장,야영장,37.3651583,127.8321423,강원도 원주시 지정면 소금산길 12,,033-737-4765,69,276,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
달콤이네 캠핑장,야영장,37.3111808,127.800638,강원도 원주시 문막읍 취병로 106,,000-0000-0000,11,44,화장실+취사장+샤워장,소화기+확성기+안전게시물,033-737-5104,강원도 원주시청,2019-05-27,4190000,강원도 원주시
돌산캠핑장,야영장,37.8110263,126.8419542,경기도 파주시 광탄면 산수골길 151-68,경기도 파주시 광탄면 방축리 429-10번지,000-0000-0000,24,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
초리 포레스트,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 456-55,경기도 파주시 법원읍 법원리 37-2번지,000-0000-0000,5,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
파주쇠꼴마을고고캠핑장,야영장,37.937544,126.870711,경기도 파주시 법원읍 금곡리 321-32번지,경기도 파주시 법원읍 금곡리 321-32번지,000-0000-0000,18,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
평화누리캠핑장,자동차야영장,37.937544,126.870711,경기도 파주시 문산읍 마정리 1153-3번지,경기도 파주시 문산읍 마정리 1153-3번지,000-0000-0000,150,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
와룡자연휴양림일반야영장,야영장,35.67621776,127.4772192,전라북도 장수군 천천면 비룡로 632,전라북도 장수군 천천면 비룡리 산84-2,063-353-1404,68,272,"상하수도, 화장실, 취사시설, 샤워실","소화기, 확성기등 방송장비, 안전게시물, 대피공간, 관리요원",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
와룡자연휴양림자동차야영장,자동차야영장,35.67621776,127.4772192,전라북도 장수군 천천면 비룡로 632,전라북도 장수군 천천면 비룡리 산84-2,063-353-1404,18,180,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
장수방화동가족휴가촌자동차야영장,자동차야영장,35.59064179,127.5268761,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625번지,063-353-0855,65,260,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원",063-350-2471,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
장수누리파크오토캠핑장,자동차야영장,35.64107155,127.5232131,전라북도 장수군 장수읍 논개사당길 65,전라북도 장수군 장수읍 두산리 420-1일원,063-352-5660,19,76,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등방송장비, 안전게시물, 대피공간, 관리요원,누전차단기",063-350-2372,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
장수방화동캠핑장,야영장,35.570287,127.531161,전라북도 장수군 번암면 사암리 64번지,전라북도 장수군 번암면 사암리 64,063-352-6645,32,100,"상하수도, 전기시설, 화장실, 취사시설, 샤워실","소화기, 확성기등 방송장비, 안전게시물, 대피공간, 관리요원",063-350-2347,전라북도 장수군청,2020-04-02,4750000,전라북도 장수군
심학산야영장,야영장,37.71392883,126.6966316,경기도 파주시 돌곶이길 57 (서패동),경기도 파주시 서패동 178-18번지,000-0000-0000,11,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
지내울 야영장,야영장,37.937544,126.870711,경기도 파주시 문산읍 이천리 339-6번지,경기도 파주시 문산읍 이천리 339-6번지,000-0000-0000,13,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
플레이랜드 캠핑장,야영장,37.75586619,126.9098168,경기도 파주시 광탄면 보광로538번길 21,경기도 파주시 광탄면 영장리 90번지,031-942-2557,9,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
금강산랜드 야영장,야영장,37.7924796,126.8001973,"경기도 파주시 월롱면 도감로 130, 금강산랜드",경기도 파주시 월롱면 위전리 89-1번지 미래개발,031-949-6565,32,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
마장호수 휴 캠핑장,야영장,37.937544,126.870711,경기도 파주시 광탄면 기산리 459-6번지,경기도 파주시 광탄면 기산리 459-6번지,031-940-4726,12,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
123 치유의숲 야영장,야영장,37.937544,126.870711,경기도 파주시 월롱면 덕은리 275-19번지,경기도 파주시 월롱면 덕은리 275-19번지,000-0000-0000,9,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
자연의꿈,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 248,경기도 파주시 법원읍 법원리 133-4번지,000-0000-0000,21,0,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
소백산삼가야영장,야영장,36.9265602,128.5019898,경상북도 영주시 풍기읍 삼가로 509,경상북도 영주시 풍기읍 삼가리 302-1,054-637-3794,40,150,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
묘솔캠핑장,자동차야영장,36.9211712,128.5077644,경상북도 영주시 풍기읍 삼가로 423,경상북도 영주시 풍기읍 삼가리 239-2,054-633-6699,10,80,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
산아래캠핑장,야영장,37.0354772,128.6762549,경상북도 영주시 부석면 영부로890번길 132-1,경상북도 영주시 부석면 남대리 46-3,,5,20,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
주막거리캠프,야영장,37.0398633,128.6680615,경상북도 영주시 부석면 영부로 847-10,경상북도 영주시 부석면 남대리 177-3,,23,90,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
비로야영장,야영장,36.9221068,128.5047484,경상북도 영주시 풍기읍 삼가로 447-11,경상북도 영주시 풍기읍 삼가리 251,054-636-0053,4,20,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
하늘바라기캠핑장,야영장,36.9802485,128.5748679,경상북도 영주시 단산면 영단로535번길 65-22,경상북도 영주시 단산면 좌석리 299,054-637-2456,6,30,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
선달산계곡캠핑장,야영장,37.0356994,128.676597,경상북도 영주시 부석면 영부로890번길 134,경상북도 영주시 부석면 남대리 45-7,,15,60,상하수도+전기시설+화장실+취사시설+샤워실 등,소화기+확성기,054-639-6605,경상북도 영주시청,2017-04-30,5090000,경상북도 영주시
전주도란도란캠핑장,자동차야영장,35.817366,127.156102,전라북도 전주시 완산구 간납로 13 (남노송동),전라북도 전주시 남노송동 88-1,000-0000-0000,10,30,전기시설+상하수도시설+샤워실,소화기+대피공간,063-281-5045,전라북도 전주시청,2018-08-14,4640000,전라북도 전주시
공릉관광지 캠핑장,야영장,37.7498111,126.8335655,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-7,031-945-2250,16,64,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
은사시 캠핑장,야영장,37.9558638,126.8452389,경기도 파주시 적성면 자장로 115,경기도 파주시 적성면 자장리 567-1,000-0000-0000,18,72,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
두리캠핑장,야영장,37.5697888,126.7636603,,인천광역시 계양구 귤현동 28-1,032-543-8820,53,270,전기시설＋개수대화장실＋샤워장＋화로대＋매점,소화기＋확성기＋관리요원,032-450-5864,계양구청,2019-07-24,3550000,인천광역시 계양구
귀한농부학교,야영장,37.88257086,126.8722735,경기도 파주시 법원읍 술이홀로 1333번길 128,경기도 파주시 적성면 금곡리 422-1,000-0000-0000,31,124,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
호수캠핑장,야영장,37.7748224,126.9333724,경기도 파주시 광탄면 기산로 413-69,경기도 파주시 광탄면 기산리 387-1,000-0000-0000,8,32,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
별난독서캠핑장,야영장,37.8845662,126.877588,경기도 파주시 법원읍 술이홀로 1315,경기도 파주시 법원읍 금곡리 336-5,031-940-5924,23,92,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
하마캠핑장,야영장,37.9610904,126.8696394,경기도 파주시 적성면 국사로 297,경기도 파주시 적성면 자장리 147-1,000-0000-0000,15,60,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
동화힐링캠프,야영장,37.89222346,126.8410839,경기도 파주시 파평면 파평산로 363번길 32-9,경기도 파주시 파평면 두포리 121,031-952-2002,37,148,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
청풍명월 캠핑장,야영장,37.8268494,126.7246469,경기도 파주시 탄현면 방촌로955번길 237,경기도 파주시 탄현면 문지리 264-4,000-0000-0000,7,28,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
박석캠핑장,야영장,37.8347842,126.7397056,경기도 파주시 탄현면 동오리길 135-48,경기도 파주시 탄현면 낙하리 252,000-0000-0000,13,52,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
학교안 풍경 캠핑장,야영장,37.9152586,126.908816,경기도 파주시 법원읍 수작골길 273,경기도 파주시 법원읍 웅담리 43-1,000-0000-0000,23,92,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
느티타무 그늘아래 캠핑장,야영장,37.8757377,126.756463,경기도 파주시 문산읍 사목로108번길 63-11,경기도 파주시 문산읍 사목리 328,000-0000-0000,8,32,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
명학산 캠핑장,야영장,37.850899,126.831179,경기도 파주시 파주읍 향양리 4-1,경기도 파주시 파주읍 향양리 4-1,000-0000-0000,19,76,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
율곡캠핑장,야영장,37.89176655,126.828784,경기도 파주시 파평면 장승배기로 390-217,경기도 파주시 파평면 율곡리 13,000-0000-0000,45,180,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
캠프예그리나,야영장,37.77701334,126.9094279,경기도 파주시 광탄면 쇠장이길 56,경기도 파주시 광탄면 기산리 658-4,000-0000-0000,30,120,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
동원캠핑장,야영장,34.864513,126.534395,전라남도 무안군 일로읍 백련로 527,전라남도 무안군 일로읍 복룡리 269-1,061-287-5575,30,150,"상.하수도, 전기, 화장실, 샤워실","소화기, 확성기 등 방송장비, 안전게시물, 대피공간, 관리요원",061-450-5479,무안군청,2019-06-26,4950000,전라남도 무안군
회산백련지 오토캠핑장,야영장,34.865159,126.5287301,전라남도 무안군 일로읍 복룡리 203,전라남도 무안군 일로읍 복룡리 203,061-450-5863,43,250,"상.하수도, 전기, 화장실, 취사시설, 샤워실","소화기, 확성기 등 방송장비, 안전게시물, 대피공간, 관리요원",061-450-5479,무안군청,2019-06-26,4950000,전라남도 무안군
무안황토갯벌랜드 오토캠핑장,자동차야영장,35.103737,126.3321981,"전라남도 무안군 해제면 용산길 140, 무안갯벌센터",전라남도 무안군 해제면 유월리 1-1번지 무안갯벌센터,061-450-5633,57,228,"상.하수도, 전기, 화장실, 샤워실","소화기, 확성기 등 방송장비, 안전게시물, 대피공간, 관리요원",061-450-5479,무안군청,2019-06-26,4950000,전라남도 무안군
양산숲오토캠핑장,자동차야영장,34.87932612,125.996115,전라남도 신안군 자은면 자은서부2길 508-77,전라남도 신안군 자은면 백산리 산271-21,061-240-8453,15,60,화장실+공동취사장,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
신안우전설레미캠핑장,자동차야영장,34.9606789,126.1354836,전라남도 신안군 증도면 우전길 34-12,전라남도 신안군  증도면 우전리 42,061-275-3692,18,72,화장실+취사시설,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
파주기산캠프,야영장,37.775457,126.9218202,경기도 파주시 기산로 207-31,경기도 파주시 광탄면 기산리 471-2,031-957-8010,35,140,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
하늘연 캠핑장,야영장,37.951115,126.9216572,경기도 파주시 적성면 마지초교길 22-61,경기도 파주시 적성면 마지리 70,000-0000-0000,15,60,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
임진강리조트,자동차야영장,37.9374128,126.8703798,경기도 파주시 파평면 청송로 550,경기도 파주시 파평면 덕천리 289-1,031-959-2222,15,60,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
몽돌바다캠핑장,야영장,34.8738941,126.137186,전라남도 신안군 암태면 진작지길 139-63,전라남도 신안군 암태면 신석리 413-2,061-262-8872,23,92,화장실+샤워장+매점,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
시목야영장,야영장,34.6743152,125.9463124,전라남도 신안군  도초면 시목길 290,전라남도 신안군 도초면 오류리 965-2,061-275-1339,50,200,취사장+화장실+샤워장,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
천일염힐링캠프,야영장,34.9935923,126.1757379,전라남도 신안군 증도면 지도증도로 1083-4,전라남도 신안군 증도면 대초리 1667-2,061-275-0370,6,24,화장실+샤워장+세탁실,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
아름다운글램핑장,야영장,34.907952,126.3374623,전라남도 신안군 압해읍 복룡로 669-12,전라남도 신안군 압해읍 복룡리 147,061-271-8633,6,24,야외바비큐장,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
하늘바다캠핑장,야영장,34.69181053,126.1462215,전라남도 신안군 안좌면 존포길 234-63,전라남도 신안군 안좌면 존포리 산68-2,061-000-0000,50,200,화장실+샤워장+매점+수영장,소화기+대피공간,061-240-8356,전라남도 신안군청,2019-07-01,5010000,전라남도 신안군
성동 서울숲 여름캠핑장,야영장,37.54307024,127.0417993,서울특별시 성동구 뚝섬로 273,서울특별시 성동구 성수동1가 685-20,02-2286-5657,24,100,데크+텐트대여,소화기,02-2286-5663,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
갯골캠핑장,야영장,37.38988776,126.7628417,경기도 시흥시 동서로 137-71,경기도 시흥시 월곶동 520-240,031-488-6999,45,220,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 대피공간 + 관리요원,031-488-6999,경기도 시흥시 시설관리공단,2020-06-02,4010000,경기도 시흥시
물왕숲캠핑파크,야영장,37.381165,126.828042,경기도 시흥시 물왕동 341-12,경기도 시흥시 물왕동 341-12,031-486-4700,24,96,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 관리요원,031-310-2914,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
작은쉼터야영장,야영장,37.348606,126.758877,경기도 시흥시 죽율로 25,경기도 시흥시 죽율동 620,031-431-6660,15,56,화장실 + 음수대 + 샤워실,소화기 + 안전게시물 + 확성기 + 관리요원,031-310-2914,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
반디캠프,야영장,37.774802,126.9208353,경기도 파주시 광탄면 기산로 207,경기도 파주시 광탄면 기산리 470-1,000-0000-0000,20,80,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
비학농원 캠핑장,야영장,37.89116809,126.914495,경기도 파주시 법원읍 만월로613번길 217,경기도 파주시 법원읍 직천리 760-2,000-0000-0000,14,56,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
밤골 캠핑장,야영장,37.8875036,126.8224384,경기도 파주시 파평면 장승배기로268번길 141,경기도 파주시 파평면 율곡리 69-2,000-0000-0000,21,84,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
파주힐링캠프,야영장,37.7728155,126.8828628,경기도 파주시 광탄면 보광로 877,경기도 파주시 광탄면 마장리 86,031-949-7717,40,160,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
별고을 오토캠핑장,자동차야영장,35.92745349,128.1052926,경상북도 성주군 금수면 성주로660,경상북도 성주군 금수면 무학리 805-15,054-933-6400,10,100,화장실+샤워실+개수대,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
캠핑홀리데이 성주오토캠핑장,야영장,35.85367418,128.1985426,경상북도 성주군 수륜면 신정3길2-19,경상북도 성주군 수륜면 신정리 657-58,1600-3183,57,285,샤워실+화장실+개수대,소화기,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
성주자연오토캠핑장,야영장,35.86839558,128.163046,경상북도 성주군 가천면 화죽리 동신로 803,경상북도 성주군 가천면 화죽리 372-2,054-931-1551,10,50,화장실+샤워실+개수대,소화기,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
가야산국립공원 백운동야영장,야영장,35.804871,128.142578,경상북도 성주군 수륜면 백운리 1833-2,경상북도 성주군 수륜면 백운리 1833-2,054-931-1430,27,135,화장실+취사용 급수대,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
가야경 오토캠핑장,야영장,35.8521314,128.118929,경상북도 성주군 가천면 동신로 209,경상북도 성주군 가천면 용사리 34-1,054-932-3379,6,30,화장실+샤워실+카라반,소화기,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
미루밸리 캠핑장,야영장,35.86067156,128.1331134,경상북도 성주군 가천면 법전1길 137,경상북도 성주군 가천면 법전리 777,054-930-8373,12,60,화장실+샤워실+급수대,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
금수문화공원야영장,자동차야영장,35.91751717,128.1221713,경상북도 성주군 금수면 무학1길 11-5,경상북도 성주군 금수면 무학리 47,054-932-1456,73,365,화장실+샤워실+급수대,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
아라야영장,야영장,35.90852537,128.1365115,경상북도 성주군 금수면 사더래길 116,경상북도 성주군 금수면 봉두리 310,054-933-0014,2,20,화장실+샤워실+개수대,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
포천리컴펜글,야영장,35.87234753,128.1497997,경상북도 성주군 가천면 포천계곡로 277,경상북도 성주군 가천면 화죽리 595-1,054-932-1300,10,50,화장실+샤워실,소화기+안전펜스,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
JB 캠핑하우스,야영장,37.9623689,126.9271166,경기도 파주시 적성면 감악산로 1270-74,경기도 파주시 적성면 구읍리 556,000-0000-0000,21,84,전기시설+하수도시설+샤워실,소화기+대피공간,031-940-4361,파주시청,2019-03-08,4060000,경기도 파주시
포천파크야영장,야영장,35.8694477,128.1716006,경상북도 성주군 가천면 포천계곡로 81,경상북도 성주군 가천면 화죽리 81,054-932-9339,3,15,화장실+샤워실,소화기,054-930-8373,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
가야산백운토캠핑장,야영장,35.79530122,128.1517681,경상북도 성주군 수륜면 백운2길 51-32,경상북도 성주군 수륜면 백운리 917,054-931-6623,6,24,화장실+샤워실,소화기,054-931-6623,경상북도 성주군청,2019-06-20,5210000,경상북도 성주군
